,User-ID,ISBN,Book-Rating
259176,60142,0312195516,9
259240,60168,0440206154,10
259293,60185,0375707972,10
259308,60198,044023722X,8
259319,60211,0060930535,10
259320,60211,0345443284,3
259342,60229,0440225701,8
259345,60230,0671003755,10
259400,60244,0060502258,8
259447,60244,0060928336,8
259612,60244,0140293248,8
259682,60244,0142001740,8
259769,60244,0312195516,7
259787,60244,0312278586,8
259850,60244,0316284955,8
259862,60244,0316769487,7
260075,60244,0375727345,7
260926,60244,0679781587,8
261075,60244,0743418174,8
261200,60244,0804106304,8
261407,60244,1400034779,9
261592,60251,0156027321,8
261614,60255,0312291639,8
261615,60255,0316666343,10
261648,60263,0385504209,10
261670,60263,059035342X,10
262639,60337,0142001740,8
262892,60375,0060976845,6
262897,60387,0316284955,6
262899,60388,0375727345,5
262905,60392,0316284955,9
262921,60392,0440222656,4
263183,60445,0440211727,7
263228,60475,044022165X,9
263286,60517,0312195516,9
263288,60517,0316769487,8
263332,60555,0804106304,10
263396,60569,0440213525,9
263477,60570,044022165X,10
263486,60583,0142001740,7
263494,60583,0316666343,7
263505,60583,0440225701,3
263566,60612,0316601950,7
263597,60621,0440222656,10
263627,60621,0786868716,9
263666,60633,0971880107,8
263693,60684,0316601950,6
263707,60703,0140293248,7
263708,60703,0316666343,10
264019,60707,0804106304,7
264570,60905,0786868716,10
264801,61017,044651652X,8
264808,61021,0440206154,10
264821,61023,0345353145,8
264894,61028,0440211727,9
264988,61028,0971880107,7
265013,61038,0385504209,10
265107,61083,0679781587,8
265121,61090,0316666343,9
265268,61147,0345353145,10
265601,61289,0140293248,7
265610,61296,0312291639,8
265627,61297,0385504209,10
265873,61448,0060502258,6
265930,61517,0316666343,7
265963,61533,0440206154,7
265980,61571,0345361792,10
265989,61577,0316666343,9
266303,61619,0440222656,5
266949,61704,0743418174,8
267236,61851,0312195516,7
267255,61854,0060976845,2
267259,61854,0312278586,10
267260,61854,0316769487,6
267338,61868,0743418174,8
267370,61886,0440226430,7
267376,61888,0446310786,9
267402,61899,0312291639,10
267409,61900,044651652X,9
267456,61901,0385484518,10
267557,61901,0786868716,8
267647,61910,0671027360,8
267683,61930,0345337662,8
267685,61935,0345417623,8
267713,61982,0971880107,6
267837,62015,0385504209,9
267868,62069,0440211727,8
267967,62133,0316601950,8
267997,62151,044021145X,7
267998,62151,044022165X,7
268035,62172,0316769487,6
268118,62193,0671027360,8
268127,62208,0060976845,7
268151,62239,0345370775,5
268656,62321,0440222656,10
268659,62328,0446672211,8
268753,62349,0312195516,8
268810,62381,0316284955,9
268828,62387,0316666343,8
268965,62464,0060928336,10
268971,62464,0316769487,10
268979,62464,0375727345,9
269008,62464,067976402X,9
269066,62486,0679781587,10
269108,62540,0316601950,5
269128,62542,0385504209,10
269136,62542,0446610038,8
269250,62558,0452282152,6
269313,62577,0142001740,10
269399,62654,0385504209,5
269402,62655,0446606812,4
269408,62659,0385504209,10
269439,62667,0440234743,8
269876,62805,0060928336,8
269917,62844,0060928336,7
269918,62844,0440225701,7
269919,62844,0452282152,8
269942,62862,0060928336,6
269944,62862,0060930535,10
269958,62862,0312195516,10
269960,62862,0312278586,8
269967,62862,0316666343,6
269974,62862,0345443284,8
269986,62862,0375727345,8
270015,62862,0440241073,7
270021,62862,0446672211,10
270047,62862,0671027360,8
270183,62881,0440211727,7
270184,62881,0440214041,5
270316,62891,006101351X,9
270352,62891,0316666343,6
270359,62891,0345353145,8
270360,62891,0345370775,8
270403,62891,0440206154,7
270413,62891,044651652X,7
270895,62932,0345417623,3
270897,62932,0440206154,9
271005,62966,0375727345,9
271012,62966,0671027360,10
271017,62966,0743418174,10
271061,62980,0440220602,7
271076,62998,0440221471,8
271086,63004,0316601950,6
271118,63033,0452282152,8
271174,63074,0971880107,2
271180,63075,0671003755,8
271198,63101,0446605239,3
271228,63133,059035342X,10
271229,63134,0440226430,6
271270,63166,0316666343,8
271316,63212,0440241073,8
271611,63360,0345337662,9
271640,63369,0385484518,9
271656,63389,0060930535,8
271659,63389,0140293248,2
271670,63389,0452282152,5
272062,63476,0375727345,7
272157,63507,006101351X,8
272193,63545,0446310786,10
272204,63556,0375707972,6
272368,63620,0385504209,7
272380,63625,0446310786,10
272441,63643,0440213525,9
272445,63643,0671021001,7
272497,63652,0060976845,7
272565,63697,0440241073,9
273643,63719,0316666343,7
273670,63765,0971880107,9
273686,63782,044021145X,7
273726,63829,0679781587,10
273786,63854,0316666343,9
273821,63854,0671021001,7
273865,63865,044021145X,8
273874,63865,0440241073,9
273940,63911,0440222656,8
273971,63924,0345353145,7
274059,63938,0316601950,6
274084,63938,0375727345,7
274278,63953,0671027360,8
274425,63964,0671021001,7
274432,63970,0971880107,8
274439,63976,059035342X,8
274500,63998,059035342X,10
274721,64063,0345443284,7
274733,64073,0060930535,8
274779,64100,0446672211,7
274790,64111,0316769487,9
274797,64112,0385484518,8
274874,64137,0316666343,8
274905,64155,067976402X,9
275308,64270,0743418174,5
275347,64310,0345417623,10
275376,64310,044023722X,8
275377,64310,0440241073,10
275488,64344,059035342X,10
275613,64409,0452282152,7
275648,64429,0140293248,7
275686,64436,0060502258,9
275730,64436,0345361792,8
275736,64436,0345443284,3
275750,64436,0375706771,6
276152,64535,0440220602,6
276153,64535,044022165X,7
276154,64535,0440234743,7
276182,64564,0060976845,8
276262,64629,0345370775,7
276266,64629,0440222656,6
276304,64662,0446672211,8
276425,64743,0743418174,6
276477,64765,0375706771,6
276478,64765,0375707972,6
276504,64775,0316666343,7
276517,64783,0060502258,2
276582,64819,0971880107,4
276584,64821,0375706771,7
276599,64846,0060928336,8
276636,64899,1400034779,7
276669,64923,0671021001,10
276865,64990,0440206154,7
276874,64995,0446606812,10
276922,65032,006101351X,5
276947,65032,059035342X,2
276987,65054,0316666343,10
277022,65088,0385504209,9
277023,65088,0671027360,5
277178,65145,0971880107,5
277219,65191,0345417623,10
277305,65208,0671027360,8
277329,65218,0345361792,6
277339,65228,006101351X,7
277474,65258,0316284955,9
277594,65258,044651652X,7
277653,65258,0671027360,6
277772,65258,0971880107,6
277967,65345,044651652X,4
277978,65350,0446605239,9
278004,65370,0971880107,6
278091,65414,0385484518,9
278108,65444,0316666343,6
278141,65467,0971880107,5
278185,65487,0142001740,9
278326,65584,0440206154,10
278327,65584,0440221471,8
278431,65653,0060930535,8
278432,65653,0060976845,8
278461,65663,0345353145,10
278485,65663,0446605239,10
278637,65680,0440214041,5
278671,65710,0440211727,7
278807,65769,059035342X,10
278830,65791,0060930535,6
279024,65890,0385484518,10
279039,65908,0345443284,5
279186,66055,044023722X,8
279207,66073,0312195516,8
279230,66073,0679781587,8
279252,66088,0971880107,6
279258,66096,0345417623,6
279517,66288,044023722X,4
279523,66304,0446606812,9
279531,66323,0140293248,5
279533,66323,0312195516,8
279542,66323,0385504209,9
279554,66323,0446605239,4
279609,66362,0140293248,7
279610,66362,0446672211,9
279621,66370,0440222656,6
279745,66387,0440220602,3
279746,66387,044022165X,6
279747,66387,0440234743,6
279787,66428,0971880107,7
279792,66442,0316601950,8
279814,66443,0142001740,2
279851,66443,0440221471,9
279852,66443,0440226430,4
279862,66443,0743418174,7
279886,66455,0345361792,7
279887,66455,0440211727,9
279917,66473,0446605239,8
279918,66473,0446606812,8
280144,66487,0316769487,9
280160,66500,0446672211,5
280198,66523,0312195516,9
280337,66578,044023722X,5
280502,66640,0142001740,10
280523,66651,044022165X,8
280870,66708,0312278586,6
280901,66731,044021145X,8
281174,66853,0440214041,8
281213,66878,0142001740,10
281347,66912,0440214041,8
281399,66942,0142001740,7
281414,66942,0316666343,8
281422,66942,0345370775,9
281457,66942,0446310786,10
281478,66942,059035342X,9
281484,66942,0671021001,8
281526,66942,0804106304,10
281618,66960,0440221471,8
281655,66989,0316666343,8
281657,66993,0440241073,8
281660,67003,0440214041,6
281681,67030,0446605239,8
281961,67085,0345337662,9
282000,67091,0345370775,10
282149,67187,044023722X,8
282158,67188,0679781587,9
282274,67236,0345417623,10
282320,67255,0440213525,10
282348,67270,0385504209,9
282386,67272,0385504209,10
282387,67272,0671027360,8
282395,67288,0316601950,5
282401,67288,0446610038,8
282420,67296,0440214041,7
282534,67354,0671021001,10
282592,67371,0971880107,7
282718,67402,059035342X,10
282904,67415,0971880107,3
282984,67487,0316769487,2
282987,67487,0440234743,6
283048,67515,0440206154,7
283092,67515,0971880107,3
283133,67542,0671027360,9
283157,67544,0316601950,8
283193,67547,0312195516,3
283292,67547,0743418174,6
283356,67567,0440226430,7
283357,67571,0385504209,9
283367,67591,0060930535,10
283381,67591,0375707972,5
283386,67591,0446672211,8
283396,67591,0671021001,8
283457,67627,044023722X,8
283498,67636,0971880107,7
283710,67693,044021145X,10
283762,67704,0971880107,5
283799,67734,0142001740,9
283871,67774,0446672211,8
283986,67790,0312278586,4
284002,67810,0316601950,10
284178,67840,0385504209,10
284392,67840,1400034779,10
284448,67896,0440220602,7
284568,67930,0446605239,10
284569,67930,0446606812,10
284657,67945,059035342X,10
284716,67994,0971880107,2
284882,68029,0316284955,10
284997,68081,0971880107,8
285000,68082,0142001740,9
285035,68128,0316769487,5
285098,68156,0312291639,10
285103,68156,0345361792,8
285173,68156,0679781587,10
285220,68184,044651652X,7
285257,68185,0316284955,5
285291,68185,0385504209,7
285504,68241,0375727345,6
285558,68249,044021145X,9
285710,68256,0446672211,8
285866,68373,0316769487,7
285885,68383,0385504209,7
286079,68437,0385504209,8
286118,68470,0440222656,6
286241,68505,0440241073,7
286248,68511,0452282152,8
286271,68537,0440234743,10
286275,68538,0316666343,10
286279,68538,0671021001,10
286309,68555,0060928336,10
286360,68555,0312195516,10
286462,68555,0385504209,10
286522,68555,0440214041,8
286530,68555,0440220602,7
286533,68555,0440221471,7
286542,68555,0440225701,7
286552,68555,0440236673,7
286558,68555,044023722X,4
286585,68555,0446605239,8
286976,68563,044023722X,8
287020,68568,0786868716,10
287029,68574,044021145X,9
287030,68574,0440214041,9
287034,68579,0385504209,10
287058,68586,0446605239,9
287212,68721,0804106304,9
287227,68738,0060928336,9
287265,68760,0440236673,8
287271,68760,059035342X,10
287346,68793,0312278586,8
287402,68836,0671003755,7
287441,68846,0671003755,8
287444,68846,0679781587,7
287487,68861,0446310786,10
287506,68886,0345353145,6
287519,68886,0440214041,10
287617,68943,0440214041,7
287676,68965,044023722X,7
287690,68984,0345370775,5
287694,68984,0385504209,10
287707,68984,0671027360,8
287718,68984,0804106304,5
287900,69042,0345353145,9
288808,69078,0312278586,5
288816,69078,0316666343,7
289027,69078,0671003755,7
289091,69078,0679781587,8
289131,69078,0743418174,6
289395,69102,0971880107,1
289458,69156,0385504209,6
289632,69211,0345353145,9
289656,69211,0440206154,10
289905,69232,0440211727,10
289916,69232,0440222656,10
289943,69232,044651652X,9
290230,69252,0440220602,8
290233,69252,0440241073,6
290432,69354,044023722X,10
291298,69378,0140293248,8
291306,69378,0312291639,6
291398,69378,0971880107,5
291450,69389,0446610038,8
291638,69405,0440222656,8
291809,69410,0679781587,8
291831,69436,0440226430,8
291894,69499,0971880107,5
291929,69512,0446610038,10
291964,69554,0345337662,9
292162,69658,0440213525,10
292188,69661,0316769487,4
292194,69672,0312195516,10
292249,69684,0345361792,9
292331,69686,0440213525,9
294254,69698,0440211727,8
294555,69790,0060502258,5
294557,69790,0312291639,8
294942,69823,0671027360,5
295009,69919,0440214041,6
295022,69929,0345417623,7
295044,69933,0440226430,10
295212,69971,0142001740,9
295216,69971,0156027321,8
295302,69971,0345417623,4
295432,69971,044023722X,3
295641,69971,0804106304,8
295799,69980,0316601950,1
295804,69981,0312195516,7
295903,70022,0743418174,7
295906,70029,0452282152,7
295951,70052,0316666343,10
296011,70052,0440214041,6
296014,70052,0440222656,8
296040,70052,0446672211,8
296184,70052,0804106304,6
296230,70061,0679781587,10
296505,70153,0971880107,7
296537,70183,0345337662,8
296555,70183,0440206154,6
296639,70189,0440222656,10
296690,70201,0375706771,8
296704,70205,0440211727,5
296822,70222,0971880107,5
296963,70318,0345361792,5
297035,70378,0316666343,7
297185,70414,0446610038,7
297218,70415,0312195516,10
297438,70415,0679781587,10
297572,70448,0345337662,9
297612,70465,0679781587,7
298116,70589,0452282152,8
298117,70589,0679781587,8
298178,70594,0345370775,8
298206,70594,0385504209,9
298275,70594,0671027360,8
298369,70594,1400034779,9
298524,70649,0971880107,8
298536,70664,0312278586,9
298539,70666,006101351X,5
298550,70666,0316769487,9
298551,70666,0345353145,8
298556,70666,0345370775,7
298566,70666,0385484518,10
298577,70666,0440211727,9
298578,70666,0440213525,9
298579,70666,0440221471,10
298580,70666,044022165X,6
298582,70666,0440225701,9
298584,70666,0440234743,7
298585,70666,0440236673,7
298589,70666,0446605239,5
298665,70680,0156027321,5
298818,70727,0312278586,7
298837,70740,0440221471,8
298992,70878,0060930535,8
299042,70918,0312278586,9
299210,70965,0440221471,6
299357,71019,0142001740,9
299358,71019,0316666343,4
299391,71075,0060928336,9
299398,71075,044021145X,8
299566,71162,0971880107,5
299593,71181,0446606812,9
299683,71207,044651652X,9
299922,71274,0671021001,7
300005,71313,0385504209,10
300007,71316,0060930535,5
300038,71364,0385484518,7
300100,71464,0971880107,1
300116,71470,0156027321,8
300266,71490,0345337662,8
300267,71490,0345353145,7
300286,71490,0446605239,7
300295,71490,059035342X,9
300309,71494,0452282152,9
300343,71507,0060928336,7
300588,71587,0142001740,9
300598,71587,0385504209,9
300882,71684,044023722X,8
300965,71712,0316769487,7
300992,71712,0375706771,8
301232,71716,0060930535,9
301414,71752,0345337662,10
301416,71752,0345370775,8
301422,71752,0440222656,7
301451,71767,0440214041,7
301456,71779,044023722X,6
301464,71786,0142001740,7
301477,71786,0671003755,6
301706,71853,0440220602,6
302207,72030,0971880107,8
302250,72092,0440241073,8
302256,72099,0316284955,8
302263,72099,0440226430,8
302268,72099,0804106304,10
302272,72100,0060976845,5
302284,72100,044023722X,7
302290,72100,0671003755,7
302503,72214,0316666343,10
302681,72244,0316769487,7
302690,72247,0671003755,8
302729,72282,0440241073,7
302764,72287,0345337662,7
302783,72296,0312291639,6
302832,72303,0142001740,9
302857,72347,0971880107,1
303109,72368,0446672211,7
303185,72424,0971880107,1
303439,72523,044021145X,7
303606,72544,0446672211,7
303631,72575,0385504209,10
303648,72575,0671027360,10
303808,72687,0971880107,5
304151,72876,0345337662,4
304167,72886,0446310786,8
304186,72921,0312195516,10
304187,72923,044022165X,5
304239,72950,0316601950,5
304241,72950,0679781587,7
304253,72964,0316666343,7
304266,72975,0440234743,7
304268,72975,0786868716,9
304314,72990,059035342X,8
304985,73022,0440226430,5
305000,73025,0375706771,8
305013,73044,0060930535,9
305025,73044,0142001740,9
305028,73044,0312195516,10
305029,73044,0312291639,8
305032,73044,0316601950,7
305034,73044,0345361792,8
305040,73044,0345443284,7
305050,73044,0385484518,5
305074,73044,0679781587,10
305104,73046,0440213525,7
305144,73056,0060928336,9
305147,73056,0316666343,10
305152,73056,0452282152,7
305407,73179,0316666343,9
305408,73179,0786868716,6
305608,73219,0385504209,7
305659,73260,0971880107,6
305660,73261,0140293248,7
305728,73310,0060928336,5
305839,73363,0140293248,9
307311,73394,0786868716,10
307745,73447,0743418174,10
307843,73474,0140293248,7
307881,73486,0446310786,10
307948,73535,0312195516,9
308133,73603,0440214041,7
308152,73617,044022165X,8
308164,73622,0440206154,8
308181,73638,0312195516,10
308536,73681,0156027321,9
308577,73681,0385504209,7
308645,73681,0679781587,7
308662,73681,0804106304,7
308739,73693,0060930535,7
308806,73741,0345337662,7
308886,73782,0971880107,8
308891,73795,0312195516,10
309101,73923,0140293248,5
309104,73923,0142001740,7
309155,73923,0440206154,8
309249,73940,0971880107,8
309260,73955,0312291639,8
309526,74082,0060928336,9
309625,74115,0142001740,10
309645,74137,0060928336,7
309750,74175,0316666343,10
309765,74185,0316666343,10
309937,74235,0345361792,10
310019,74286,0142001740,4
310026,74286,0316769487,7
310032,74286,0345443284,8
310051,74286,044023722X,8
310069,74286,0671003755,7
310202,74328,0142001740,9
310409,74453,0385504209,5
310578,74500,0446672211,8
310607,74510,044022165X,5
310697,74569,0060928336,9
310763,74595,0345361792,8
310802,74630,0671021001,8
310813,74630,0679781587,10
310827,74631,0345337662,7
310830,74637,0440225701,8
310953,74665,059035342X,9
310971,74665,0804106304,8
311114,74691,0156027321,10
311284,74728,0375727345,8
311286,74728,067976402X,10
311301,74743,0743418174,7
311309,74757,0440213525,5
311336,74758,0440226430,10
311342,74758,0446605239,10
311412,74792,1400034779,7
311658,74903,0971880107,5
311679,74910,0971880107,6
311794,74997,059035342X,8
311798,75013,0060976845,7
311830,75028,0316666343,10
311837,75028,0440222656,8
311850,75037,0316601950,8
311866,75064,0385484518,10
311891,75081,0060976845,10
311941,75081,0440211727,8
311946,75081,0446606812,10
311968,75081,0671003755,9
311996,75081,0786868716,10
312086,75089,0316666343,8
312098,75089,0446672211,8
312378,75149,0060930535,7
312387,75149,0142001740,9
312392,75149,0156027321,7
312405,75149,0316601950,7
312436,75149,0452282152,10
312467,75149,1400034779,6
312473,75154,0671021001,8
312587,75281,006101351X,8
312597,75286,0440206154,4
312610,75292,0156027321,10
312664,75312,0060930535,8
312673,75322,0316769487,7
312678,75330,0316769487,5
312767,75346,0375706771,8
312822,75405,0312291639,7
312843,75428,0375727345,9
312856,75429,0446310786,10
312888,75433,059035342X,9
312952,75485,0375727345,10
312961,75485,0385504209,10
313056,75490,0156027321,9
313069,75491,044651652X,8
313071,75491,0446672211,7
313097,75498,0312195516,7
313102,75498,0679781587,6
313130,75517,0679781587,10
313173,75535,0060928336,10
313174,75535,0060930535,9
313231,75560,0316601950,5
313307,75591,0060976845,7
313414,75591,0375727345,6
313564,75591,059035342X,10
313936,75691,0440234743,9
313943,75695,0375706771,6
313946,75695,0446672211,9
314136,75780,0440236673,9
314256,75819,0316666343,9
314257,75819,0316769487,2
314274,75819,0385504209,10
314290,75819,0440206154,9
314291,75819,0440234743,7
314292,75819,0440236673,9
314346,75819,0786868716,6
314373,75825,0446610038,9
314437,75842,0971880107,1
314696,75860,0440226430,8
314997,75932,0316666343,9
315129,76016,0312195516,9
315250,76070,0345353145,10
315350,76105,006101351X,9
315444,76151,0316666343,10
315492,76151,0385484518,10
315628,76151,067976402X,1
315700,76168,0345370775,10
315716,76168,044023722X,6
315794,76173,0440241073,8
315890,76223,0345370775,8
315904,76223,0440206154,7
316174,76253,0743418174,9
316207,76264,0671021001,7
319762,76396,0312195516,5
319782,76413,0971880107,7
319784,76414,0375727345,8
319977,76482,0312195516,5
319989,76482,0345417623,5
320024,76482,0452282152,5
320144,76483,0385484518,10
320917,76499,0671021001,5
321307,76505,0446310786,7
321321,76512,0804106304,8
321369,76530,059035342X,10
321397,76532,0142001740,8
321986,76626,0156027321,9
322338,76626,0440206154,5
322354,76626,0446310786,10
323095,76741,0316284955,4
323185,76795,0440225701,8
323248,76810,0060930535,9
323256,76814,0060928336,7
323257,76814,0060930535,8
323261,76814,0679781587,9
323274,76818,0060502258,5
323539,76818,0804106304,10
323680,76888,0345337662,8
323724,76901,0971880107,7
323740,76916,0156027321,8
323754,76933,0142001740,9
324294,76990,0385504209,8
324398,77042,0060502258,8
324428,77052,0316666343,9
324491,77072,0312291639,10
324632,77144,0446672211,7
324653,77161,0345353145,10
324679,77181,0060976845,8
324692,77181,0316666343,8
324702,77181,0385484518,10
324703,77181,0385504209,7
324823,77261,044023722X,5
324826,77261,0743418174,6
324839,77267,0156027321,8
324968,77296,0679781587,9
325041,77307,0385484518,8
325042,77307,0385504209,8
325049,77307,0786868716,8
325373,77459,0316769487,10
325427,77480,0345353145,8
325428,77480,0345361792,8
325492,77480,0446610038,8
325560,77480,0971880107,2
325587,77491,0345361792,10
325615,77492,0316284955,9
325661,77516,0671027360,7
325662,77516,0743418174,9
325676,77517,0671027360,8
325761,77585,0312195516,10
325764,77585,0345417623,10
325767,77585,0385484518,10
325807,77642,0440241073,5
325900,77715,0316666343,9
326019,77772,059035342X,9
326069,77809,0060928336,10
326070,77809,0060930535,8
326133,77809,0316666343,5
326256,77809,0452282152,7
326326,77809,0671021001,5
326474,77816,044023722X,8
326488,77825,0345443284,8
326521,77856,0446610038,8
326543,77860,044021145X,8
326657,77906,0316769487,8
327512,78007,0671027360,10
327520,78015,0316666343,8
327523,78015,0345361792,10
327532,78015,0440226430,8
327533,78015,0446672211,8
327638,78141,0316284955,8
327647,78165,0440234743,10
327685,78229,0385504209,7
327698,78236,0142001740,5
327702,78236,0452282152,7
327714,78260,0671027360,5
327776,78321,0446672211,10
327792,78328,0345337662,8
327867,78381,0440241073,6
327909,78432,0316601950,8
327941,78440,0385504209,8
327959,78447,059035342X,10
327968,78448,006101351X,10
327976,78448,0316666343,9
328003,78448,0385484518,10
328096,78448,067976402X,8
328283,78518,0375727345,10
328299,78535,0345337662,6
328301,78540,0345370775,7
328308,78545,0440220602,6
328692,78573,0060930535,6
328707,78579,0786868716,10
328731,78589,067976402X,1
328848,78637,0971880107,8
328875,78682,0345353145,6
328970,78754,0440234743,8
329125,78777,044651652X,10
329161,78778,0312291639,9
329305,78783,0140293248,7
329417,78783,0316666343,10
329497,78783,0345443284,8
329959,78783,0440222656,9
331246,78834,0316769487,10
332019,78841,0316601950,7
332023,78841,0375706771,6
332062,78846,0312195516,8
332080,78846,0440220602,5
332090,78846,0452282152,9
332161,78847,0446605239,5
332179,78867,0385504209,8
332214,78895,0316284955,10
332659,78973,0440234743,7
332874,78973,0743418174,9
333180,79009,0345337662,10
333379,79110,0671021001,10
333387,79115,0743418174,8
333396,79146,0375707972,6
333455,79182,0440221471,7
334024,79215,0316769487,10
334143,79268,0345443284,5
334325,79366,0440241073,5
334357,79422,0156027321,3
334362,79430,0312195516,10
334684,79444,067976402X,9
334777,79495,0743418174,7
334795,79506,0385504209,10
334835,79513,0312278586,6
335085,79650,0385504209,5
335209,79704,0440220602,5
335282,79736,0060502258,9
335286,79736,0142001740,7
335309,79738,0971880107,3
335332,79740,0385504209,7
335344,79740,0440234743,7
335372,79740,0671021001,7
335510,79815,0804106304,10
335521,79821,0971880107,1
335586,79854,0345370775,9
335591,79854,0440211727,7
335689,79921,0385504209,4
335707,79923,0440206154,8
336107,79958,044023722X,9
336244,79977,0446672211,9
336337,80036,0060976845,6
336340,80036,0312195516,8
336345,80036,0671027360,9
336494,80075,0385504209,8
336572,80084,0312195516,9
336599,80105,0385484518,9
336633,80121,0671021001,7
336740,80203,0345361792,10
336787,80203,0804106304,10
336949,80276,0060976845,7
337065,80375,0345417623,7
337254,80497,0312195516,8
337309,80516,0452282152,9
337311,80516,0671003755,8
337312,80516,0671027360,10
337344,80538,0060976845,7
337373,80538,0156027321,8
337398,80538,0316666343,8
337407,80538,0345337662,9
337420,80538,0345417623,8
337461,80538,0452282152,8
337590,80547,0060502258,10
337637,80555,0345337662,8
337761,80555,0971880107,6
337886,80621,0345361792,7
337979,80661,0316601950,7
337999,80669,0316601950,5
338206,80683,067976402X,10
338219,80683,0804106304,10
338254,80684,0446310786,10
338267,80684,0671021001,3
338298,80690,0743418174,7
338453,80767,0142001740,7
338454,80767,0316666343,7
338606,80810,0156027321,8
338613,80810,0345370775,7
338659,80810,0440206154,7
338663,80810,0440225701,5
338827,80826,0345361792,10
338881,80841,006101351X,10
338884,80844,0440214041,9
339107,80929,0140293248,3
339159,80945,0316666343,9
339162,80945,0345353145,7
339191,80945,0440213525,9
339352,81011,0452282152,7
339398,81020,0452282152,7
339687,81064,0971880107,2
339778,81088,0452282152,9
339795,81088,067976402X,2
339796,81088,0679781587,9
339851,81121,0316769487,10
339857,81121,044021145X,7
340032,81136,0345417623,6
340038,81136,044023722X,9
340052,81138,0446310786,7
340075,81153,0971880107,2
340076,81154,0440226430,7
340253,81215,0316666343,5
340262,81216,0142001740,9
340291,81216,0446610038,8
340397,81263,0060930535,10
340406,81263,0316666343,9
340592,81298,0316601950,6
340599,81298,0375727345,8
340689,81303,0440213525,9
340706,81311,0385504209,10
340718,81318,0060928336,9
340719,81318,0060976845,8
340723,81318,0316666343,2
340726,81318,0385504209,10
340738,81318,0671027360,8
340762,81324,0316666343,10
340764,81324,0440222656,9
340819,81353,0671021001,6
340822,81359,059035342X,9
340887,81368,0385504209,8
340894,81368,0440221471,6
340918,81368,059035342X,8
340946,81368,0786868716,10
340971,81370,0385504209,10
341054,81434,0316769487,8
341204,81484,0345417623,10
341206,81484,0385504209,9
341210,81484,0671027360,10
341212,81484,0679781587,8
341215,81490,044651652X,4
341273,81492,0312278586,8
341290,81492,0316666343,9
341311,81492,0345417623,10
341688,81492,059035342X,9
341785,81492,0743418174,10
342420,81576,0452282152,8
342432,81578,0440211727,10
342433,81578,0440214041,10
342480,81597,0316666343,8
342485,81597,0345337662,8
342587,81597,067976402X,9
342588,81597,0679781587,9
342829,81639,0971880107,8
342834,81646,0345370775,8
342884,81674,0446610038,5
342958,81682,0446605239,5
343102,81735,0671027360,8
343139,81769,0060930535,7
343160,81771,0156027321,10
343162,81771,0312195516,10
343230,81771,0743418174,7
343274,81786,0060502258,9
343453,81848,0440220602,7
343455,81848,0440222656,6
343562,81854,044651652X,8
343612,81855,0671027360,8
343623,81855,0971880107,3
343658,81865,059035342X,8
343702,81899,059035342X,8
343765,81927,0440211727,9
343831,81950,0971880107,6
343918,81977,0316666343,7
343955,81977,0385504209,9
344197,82001,044021145X,6
344326,82114,0440234743,9
344331,82116,0440220602,6
344515,82164,0375707972,5
344545,82164,0446605239,7
344821,82247,0345337662,10
345126,82407,059035342X,9
345147,82407,067976402X,2
345165,82407,0743418174,7
345223,82414,044651652X,6
345236,82431,0446672211,5
345239,82431,0671003755,8
345257,82444,0375706771,5
345291,82481,0316284955,5
345307,82491,0440213525,9
345349,82497,0440236673,8
345350,82497,044023722X,7
345351,82497,0440241073,9
345357,82497,0446610038,8
345506,82511,0446605239,6
345725,82550,0345337662,8
345735,82563,0316666343,10
345741,82578,006101351X,5
345797,82608,0140293248,5
345830,82617,0060502258,8
345847,82635,0375707972,8
345961,82685,0440241073,7
345962,82693,0679781587,7
345969,82699,0440211727,9
345970,82699,0440213525,9
345971,82699,0440220602,9
346105,82785,0446606812,6
346146,82797,0316666343,10
346162,82808,0345370775,7
346214,82826,0440220602,8
346581,82831,0971880107,7
346645,82840,0440226430,9
346728,82888,0316666343,10
346729,82888,044023722X,8
346882,82893,0385504209,10
347114,82893,0671027360,10
347306,82899,0671027360,9
347308,82901,0060928336,9
347309,82901,0060976845,8
347337,82917,0142001740,8
347677,82958,0375727345,7
347710,82968,0804106304,8
347822,83042,0671027360,7
348164,83135,0345370775,8
348171,83135,0804106304,8
348224,83166,0156027321,8
348225,83166,0312291639,7
348226,83166,0316666343,8
348231,83166,0786868716,9
348295,83186,0345417623,10
348321,83212,0452282152,7
348382,83235,0312291639,7
348384,83235,0345353145,10
348389,83235,044021145X,6
348396,83235,0743418174,8
348469,83252,0312291639,5
348471,83252,0316666343,8
348506,83279,0316769487,8
348613,83287,0446610038,10
348678,83287,0743418174,6
348727,83303,0446672211,9
348817,83315,0316666343,8
348828,83326,0440222656,9
348834,83337,0446605239,8
348848,83349,0440236673,7
348902,83405,0060928336,9
348975,83431,0671027360,10
349008,83443,0385504209,10
349141,83469,0971880107,5
349296,83560,0446672211,8
349345,83573,044023722X,7
349349,83579,0971880107,8
349352,83584,0142001740,8
349393,83616,0671021001,8
349420,83637,0060928336,9
349805,83646,0060928336,8
349867,83666,0743418174,10
349884,83671,0060928336,10
349886,83671,0060976845,9
350310,83742,0743418174,8
350517,83828,0060930535,9
350522,83828,0679781587,7
350683,83971,0316284955,8
350684,83971,0316769487,10
350687,83971,067976402X,10
350942,84024,0446610038,9
351132,84050,0804106304,8
351419,84150,0345417623,5
351427,84164,0345353145,9
