,brand,category,name,ingredients,details,image_url
18,L'Oreal Paris,Shampoo,Everpure sulfate free simply clean shampoo with essential oil,"1101887Ep5 - Ingredients:  Aqua / Water / Eau, Coco-Betaine, Disodium Laureth Sulfosuccinate, Sodium Cocoyl Isethionate, Sodium Lauryl Sulfoacetate, Sodium Lauroyl Sarcosinate, Glycol Distearate, Sodium Chloride, Decyl Glucoside, Sodium Hydroxide, Polyquaternium-10, Amodimethicone, Ppg-5-Ceteth-20, Citric Acid, Peg-55 Propylene Glycol Oleate, Propylene Glycol, Carbomer, Acrylates/Beheneth-25 Methacrylate Copolymer, Ethylhexyl Salicylate, Benzoic Acid, Trideceth-6, Salicylic Acid, Magnesium Nitrate, Sodium Benzoate, Cetrimonium Chloride, Tetrasodium Edta, Methylchloroisothiazolinone, Rosmarinus Officinalis Leaf Oil / Rosemary Leaf Oil, Magnesium Chloride, Methylisothiazolinone Fil T287988/2","Escape with our sensorial hair care ritual, Simply Clean by EverPure. 
Gently cleansing shampoo, suitable for color-treated hair. 
For renewed softness and shine. 
With rosemary essential oil. 
Formulated without synthetic fragrance, sulfates, parabens, DMDM hydantoin, added phthalates, dye, gluten ingredients. 
",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/hair-care/conditioner/everpure-sulfate-free-simply-clean-shampoo-with-essential-oil/071249657706-t1-v2.png
20,L'Oreal Paris,Skincare,Age perfect cell renewal midnight serum,"
	Make the Age Perfect Cell Renewal Midnight Serum your go-to serum if you have:


	 • Fine Lines and Wrinkles
	 • Sagging Skin
	 • Mature Skin
	 • Dull Skin
	 • Dry Skin
	 • Skin cells, and prefer a bright, radiant complexion over a sallow one
","
	Age Perfect Cell Renewal Midnight Serum is formulated with an exclusive Antioxidant Recovery Complex that works at night when skin reaches its peak of cell renewal. Millions of new cells are revealed and skin is immediately hydrated and soft to the touch. Over time, continued use results in:


	 • Visibly smoother skin
	 • Smoothed out wrinkles
	 • Firmer-looking skin
	 • More radiant skin
	 • Younger-looking skin


	What Is An Antioxidant Recovery Complex? 


	Our exclusive Antioxidant Recovery Complex helps boost skin's renewal overnight by combining a powerful, L'Oréal patented antioxidant—derived from bitter orange—and Vitamin E to help reinforce the skin's barrier. So this serum replenishes skin’s antioxidant levels at night when it is most receptive to repair. The formula also contains Hyaluronic Acid—a powerful hydrating ingredient that helps lock in moisture.


	What Makes The Packaging Special?


	With its sleek, modern design and gold finishes, this serum bottle was meticulously crafted. Its beautifully etched glass provides an elevated look and uses recycled and recyclable glass material.
",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/face-serums/age-perfect-cell-renewal-midnight-serum/lorealparisusa-derm-intensive-cell-renewal-midnight-serum-pdp-4.png
21,L'Oreal Paris,Skincare,Age perfect hydra nutrition manuka honey day cream,"782853/4
AQUA / WATER
GLYCERIN
PARAFFINUM LIQUIDUM / MINERAL OIL
ISOCETYL STEARATE
HYDROGENATED POLYISOBUTENE
DIMETHICONE
BUTYROSPERMUM PARKII BUTTER / SHEA BUTTER
CERA ALBA / BEESWAX
CETYL ALCOHOL
GLYCERYL STEARATE
PEG-100 STEARATE
MEL / HONEY
CAMELINA SATIVA SEED OIL
HYDROXYETHYLPIPERAZINE ETHANE SULFONIC ACID
ROSA CANINA FRUIT OIL
ORIGANUM MAJORANA LEAF OIL
ANTHEMIS NOBILIS FLOWER OIL
PRUNUS ARMENIACA KERNEL OIL / APRICOT KERNEL OIL
CITRUS AURANTIUM AMARA FLOWER OIL / BITTER ORANGE FLOWER OIL
CITRUS AURANTIUM DULCIS PEEL OIL / ORANGE PEEL OIL
ZEA MAYS OIL / CORN OIL
MEL EXTRACT / HONEY EXTRACT
CERA MICROCRISTALLINA / MICROCRYSTALLINE WAX
PARAFFIN
ROYAL JELLY EXTRACT
ISOBUTANE
SORBITAN OLEATE
SORBITAN TRISTEARATE
CALCIUM PANTETHEINE SULFONATE
COPERNICIA CERIFERA CERA / CARNAUBA WAX
ISOHEXADECANE
SODIUM HYDROXIDE
ASCORBYL GLUCOSIDE
DISODIUM EDTA
PROPYLENE GLYCOL
CAPRYLYL GLYCOL
CITRIC ACID
PASSIFLORA EDULIS SEED OIL
XANTHAN GUM
POLYSORBATE 80
ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER
ACRYLONITRILE/METHYL METHACRYLATE/VINYLIDENE CHLORIDE COPOLYMER
ORYZA SATIVA BRAN OIL / RICE BRAN OIL
TOCOPHEROL
ASCORBYL PALMITATE
PROPYL GALLATE
PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE
CI 15985 / YELLOW 6
CI 19140 / YELLOW 5
LINALOOL
GERANIOL
EUGENOL
COUMARIN
LIMONENE
CITRAL
CITRONELLOL
BENZYL ALCOHOL
PARFUM / FRAGRANCE","Decadent, creamy face moisturizer with nurturing oils and Manuka Honey Extract is infused with calcium and antioxidants. Envelops the skin with a soft, silky layer of comfort to replenish skin with 24H of long lasting, non-greasy, non-sticky hydration. Rich cream penetrates effectively into the skin's surface layer to restore comfort and nourishing moisture to mature, very dry skin. Leaves skin firmer, feeling supple and elastic with a healthy glow. Paraben free, allergy tested, non-sticky, suitable for sensitive skin. Packaging May Vary. What you receive may not be what is reflected on site.

• New look and improved formula to our Age Perfect Hydra-Nutrition Day Cream
• Nourishing day cream face moisturizer with nurturing oils and Manuka Honey extract helps very dry skin  retain moisture for 24 hours 
• Immediately, skin feels nourished - in 4 weeks skin feels firmer more supple
• Paraben free, allergy tested, non-sticky, suitable for sensitive skin

*Money back guarantee, up to $24.99 (sales tax and shipping not refunded), for L’Oréal Paris Age Perfect. Purchase made between 3/1/2020-12/31/20 redeem by 1/30/21. Restrictions apply. For details, call 1-855-332-9983. ",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/age-perfect-hydra-nutrition-manuka-honey-day-cream/hydra-nutrition-manuka-honey-day-cream/071249383001_t1.png
22,L'Oreal Paris,Skincare,Age perfect rosy tone broad spectrum spf 30 sunscreen,"Always read the ingredient list on the product label before use. Please consult the product packaging on the shade level at your local store for detailed product ingredients and application instructions.
AVOBENZONE 3%, HOMOSALATE	2.7%, OCTISALATE	5%, OCTOCRYLEN 7%, COSMETIC 
WATER
GLYCERIN
CETEARYL ALCOHOL 
ISOHEXADECANE
GLYCERYL STEARATE 
CYCLOHEXASILOXANE
ISONONYL ISONONANOATE
BUTYROSPERMUM PARKII (SHEA) BUTTER
PEG-100 STEARATE
BUTYLENE GLYCOL
CETEARETH-20
PHENOXYETHANOL 
SYNTHETIC FLUORPHLOGOPITE
AMMONIUM POLYACRYLOYLDIMETHYL TAURATE
CAPRYLYL GLYCOL
TOCOPHEROL
CHLORPHENESIN 
XANTHAN GUM
DISODIUM EDTA
TITANIUM DIOXIDE
MICA
FRAGRANCE 
P-ANISIC ACID
PAEONIA ALBIFLORA ROOT EXTRACT
BISMUTH OXYCHLORIDE
IRON OXIDES
ADENOSINE
IRIS FLORENTINA ROOT EXTRACT 
SODIUM HYDROXIDE
TIN OXIDE
HEXYL CINNAMAL 
BENZYL ALCOHOL
HYDROXYCITRONELLAL 
BENZYL SALICYLATE
LINALOOL
CITRONELLOL 
LIMONENE
GERANIOL
ALPHA-ISOMETHYL IONONE
CITRIC ACID

FIL CODE D235093/1  ","Rosy Tone Broad Spectrum SPF 30 Sunscreen is a daily face moisturizer for mature skin and dull tone. The formula with Imperial Peony renews & revives healthy tone for visibly younger looking skin. After use, skin immediately is hydrated and feels soft and skin appears healthier. In 1 week skin feels smooth and appears more radiant.  Paraben free, mineral oil free, dye free, allergy tested.
Packaging may vary, what you receive may not be what is reflected on site.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/face/age-perfect-rosy-tone-broad-spectrum-spf-30-sunscreen/rosy-tone-broad-spectrum-spf-30-sunscreen/071249395394_t1.png
23,L'Oreal Paris,Skincare,Wrinkle expert 35 moisturizer,"AQUA / WATER
CYCLOHEXASILOXANE
GLYCERIN
BUTYROSPERMUM PARKII BUTTER / SHEA BUTTER
ISOHEXADECANE
PENTAERYTHRITYL TETRAETHYLHEXANOATE
DIPROPYLENE GLYCOL
CERA ALBA / BEESWAX
STEARIC ACID
DIMETHICONE
PALMITIC ACID
ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER
PEG-100 STEARATE
STEARYL ALCOHOL
GLYCERYL STEARATE
PEG-20 STEARATE
PHENOXYETHANOL
METHYLPARABEN
PARFUM / FRAGRANCE
POLYSORBATE 80
BOSWELIA SERRATA EXTRACT / BOSWELLIA SERRATA EXTRACT
DIMETHICONOL
MANGANESE GLUCONATE
GLYCINE SOJA OIL / SOYBEAN OIL
TOCOPHEROL
PROPYLENE GLYCOL
CAPRYLOYL SALICYLIC ACID
DISODIUM EDTA
MYRISTIC ACID
SORBITAN OLEATE
SODIUM HYDROXIDE
SOLUBLE COLLAGEN
TRISODIUM EDTA
POTASSIUM SORBATE
CITRIC ACID

","Wrinkle Expert is L’Oréal Paris’ first daily anti-wrinkle skincare line for all of life’s stages featuring formulas, with selected ingredients, for younger looking skin at every age. Our moisturizing face cream for ages 35+ contains Collagen to help strengthen skin’s cushion, for smoother, plumper skin. Visibly reduces first signs of aging including fine lines, elasticity loss, and dryness.
Limited Distribution – available in-store at HEB and Walmart, click “Find Nearby” to find a store near you.
",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/wrinkle-expert-35-moisturizer/35-moisturizer/t1_we-35-product-shot.png
24,L'Oreal Paris,Skincare,Wrinkle expert 45 moisturizer,"AQUA / WATER
CYCLOHEXASILOXANE
GLYCERIN
PARAFFINUM LIQUIDUM / MINERAL OIL
MYRISTYL MYRISTATE
SHOREA ROBUSTA BUTTER / SHOREA ROBUSTA SEED BUTTER
STEARIC ACID
PALMITIC ACID
PEG-100 STEARATE
CERA ALBA / BEESWAX
GLYCERYL STEARATE
PEG-20 STEARATE
ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER
STEARYL ALCOHOL
CETYL ALCOHOL
ISOHEXADECANE
GLYCINE SOJA PROTEIN / SOYBEAN PROTEIN
PARFUM / FRAGRANCE
METHYLPARABEN
ACRYLONITRILE/METHYL METHACRYLATE/VINYLIDENE CHLORIDE COPOLYMER
TRIETHANOLAMINE
POLYSORBATE 80
RETINYL PALMITATE
ACETYL TRIFLUOROMETHYLPHENYL VALYLGLYCINE
ETHYLPARABEN
MYRISTIC ACID
CAPRYLYL GLYCOL
SODIUM COCOYL GLUTAMATE
CHLORHEXIDINE DIGLUCONATE
SORBITAN OLEATE
ETHYLHEXYLGLYCERIN
SODIUM BENZOATE
ISOBUTANE
PHENETHYL ALCOHOL
POTASSIUM SORBATE
MYRISTYL ALCOHOL
TOCOPHEROL
PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE
","Wrinkle Expert is L’Oréal Paris’ first daily anti-wrinkle skincare line for all of life’s stages featuring formulas, with selected ingredients, for younger looking skin at every age. Our anti-wrinkle face cream for ages 45+ formulated with Retino-Peptide effectively works to improve skin
smoothness and firmness. Visibly reduces signs of aging including wrinkles, loss of firmness, and dryness.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/wrinkle-expert-45-moisturizer/45-moisturizer/t1_we-pdp-shost.png
25,L'Oreal Paris,Skincare,Sublime bronze properfect salon airbrush self tanning mist medium natural tan,"AQUA / WATER, DIMETHYL ETHER, DIHYDROXYACETONE, GLYCERIN, PROPYLENE GLYCOL, PHENOXYETHANOL, PEG-60 HYDROGENATED CASTOR OIL, LIMONENE, LINALOOL, DISODIUM EDTA, METHYLPARABEN, CITRONELLOL, CITRAL, COUMARIN, HEXYL CINNAMAL, PARFUM / FRAGRANCE","Sublime Bronze™ ProPerfect Salon Airbrush Self-Tanning Mist gives you salon perfect tanning results at home. Inspired by professional techniques, the super-fine 360° continuous mist coats skin evenly with the wide angled jet applicator and dries instantly, allowing for ultra-even application and natural-looking, streak-free results — even on the areas that are hardest to reach, like the back of your legs. Made with vitamin E and gentle AHAs* to provide a beautiful, 100% natural-looking tan and ultra-smooth skin. 

Results may vary. Continue to use Sublime Bronze™ until you have reached your desired level of tan.

*With alpha hydroxyl acid (AHA) derivative",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/self-tanning/sublime-bronze-properfect-salon-airbrush-self-tanning-mist-medium-natural-tan/071249174319_t1.png
26,L'Oreal Paris,Skincare,Vitamin c vitamin e salicylic acid serum,The Revitalift 12% Pure Vitamin C Serum is made for all skin types and all skin tones.,"The 12% Pure Vitamin C + E + Salicylic Acid Serum is a non-greasy, quickly absorbing formula that helps visibly correct the 3 key signs of early aging — tone, pores, and lines.
What Makes Our 12% Pure Vitamin C Serum So Special?
Our most potent vitamin C serum is formulated with L-Ascorbic acid, the purest form of vitamin C. Also enriched with vitamin E and salicylic acid it has a 12 percent concentration of pure vitamin C and a formula that: 

Instantly increases radiance
Helps reduce the appearance of enlarged pores and fine lines
Helps brighten and refine the skin
Visibly evens tone for a younger looking complexion
Dermatologist tested and validated

In 8 weeks skin looks 70% brighter, feels 83% smoother and pores are 59% less visible. Clinical results are validated with dermatologists.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/face-serums/vitamin-c-vitamin-e-salicylic-acid-serum/3600524053352_t1-v2.png
27,L'Oreal Paris,Skincare,Bright reveal spf 50 invisible uv fluid,"Bright Reveal SPF 50 Daily UV Lotion is suitable for all skin types, including sensitive skin, mature skin and combination skin.
","Bright Reveal SPF 50 Daily UV Lotion is your key to glowy and protected skin. Formulated with UVA and UVB filters to provide broad spectrum protection from sun rays that cause aging and burning, it includes vitamin C and vitamin E to also help protect against environmental damage caused by free radicals that can accelerate the appearance of aging signs. Skin immediately feels fresh and moisturized and over time skin looks brighter, tone looks more even and fine lines are visibly reduced. Additional results and benefits include:

Invisible, lightweight, non-greasy texture
96% of participants said product does not leave a white cast* (*in a consumer study of 86 women)
Blends well with all skin tones
Suitable for all skin types, including sensitive skin and mature skin
Primes well for makeup
",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/revitalift-derm-intensives-broad-spectrum-spf-50-invisible-uv-fluid/071249683491-t1.png
28,L'Oreal Paris,Skincare,Bright reveal 12 niacinamide amino sulfonic ferulic acid dark spot serum,"Bright Reveal 12% [Niacinamide + Amino Sulfonic + Ferulic Acid] Dark Spot Serum is suitable for all skin types, including mature skin and sensitive skin. You should especially reach for this dark spot serum if you have:

Post-acne marks
Age spots
Sunspots
Dull skin
","Bright Reveal 12% Niacinamide + Amino Sulfonic Acid + Ferulic Acid Dark Spot Serum is the answer to your dark spots, post-acne marks and imperfections. It’s formulated with niacinamide to help visibly reduce the appearance of dark spots — even stubborn ones in just 1 week — plus ferulic acid and amino sulfonic acid to help gently exfoliate skin surface cells and brighten skin. The lightweight, non-greasy formula delivers visible results:

Instantly reveals more luminous and fresher-looking skin
Skin looks clearer after 2 weeks
Visibly fades all types of dark spots such as age spots, sunspots and post-acne marks*
Suitable for all skin types, including sensitive skin
Made for all skin tones
*in a clinical study over 12 weeks, expert grading of dark spots (age & sun spots) & post-acne marks
",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/face-serums/revitalift-derm-intensives-12-niacinamide-amino-sulfonic-ferulic-acid-dark-spot-serum/new_12-22-22/3600524112073-t1.png
29,L'Oreal Paris,Skincare,Revitalift derm intensives pure hyaluronic acid serum,"The short answer is everyone. Skin hydration is a necessity whether you’re 22 or 52. “Hyaluronic acid is like the popular kid at school who is friends with everyone,” explains Dr. Joshua Zeichner, board-certified dermatologist. “It can be combined with almost all other skin care ingredients since it helps to hydrate, plump, and protect the outer skin layer.”

Read More on Beauty Magazine.
 
You should especially reach for this serum if you have:

Very Dry skin
Sensitive Skin
Mature Skin
Wrinkles
Sagging
","Revitalift Derm Intensives 1.5% Pure Hyaluronic Acid Serum is our most potent hydrating formula with our highest concentration of pure hyaluronic acid. So effective, it immediately hydrates, plumps skin in 1 week, and reduces wrinkles.

What Does Hyaluronic Acid Serum Do?

Hyaluronic Acid Serum is an anti-aging face serum for visibly bouncy and more youthful-looking skin. This lightweight hydrating serum absorbs quickly with no tacky feel or leftover residue and replenishes hydration with the following results:
 

Immediately, it delivers intense moisture that leaves the skin with a fully hydrated and dewy glow.
In 1 week, skin is visibly plumped and feels firmer and more elastic. The youthful, bouncy feel returns and skin is visibly refreshed and glowing with moisture. 
Overtime, fine lines and wrinkles are visibly reduced.

What Makes Our Hyaluronic Acid Formula Special?
Our potent formula combines high and low-molecular weight pure hyaluronic acid for a dual replumping and hydrating effect. Here’s how it works:

0.5% high molecular weight pure hyaluronic acid intensely re-hydrates the skin’s surface and stays on top of the skin to help lock in moisture for dewy-looking skin.
1% low molecular weight pure hyaluronic acid absorbs more easily to help smooth skin texture and instantly plump skin.
",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/revitalift-derm-intensives-pure-hyaluronic-acid-serum/lorealparisusa-derm-intensive-hyaluronic-acid-pdp.png
30,L'Oreal Paris,Skincare,Revitalift derm intensives glycolic acid cleanser,"FORMULA 917142 11 AQUA / WATER / EAU, COCO-BETAINE, PROPYLENE GLYCOL, PEG-120 METHYL GLUCOSE DIOLEATE, SORBITOL, GLYCERIN, GLYCOLIC ACID, TRIETHANOLAMINE, SODIUM LAURETH SULFATE, SODIUM CHLORIDE, DISTEARETH-100 IPDI, SALICYLIC ACID, CAPRYLOYL SALICYLIC ACID, MENTHOL, ALOE BARBADENSIS LEAF JUICE, DISODIUM EDTA, STEARETH-100, CITRIC ACID, POTASSIUM SORBATE, SODIUM BENZOATE

FIL # D252194/1 436

Product Disclaimer
AVOID EYE AREA AND DIRECT CONTACT WITH EYES, LIPS AND NOSTRILS. DO NOT USE ON IRRITATED OR DAMAGED SKIN. IF SEVERE IRRITATION OR RASH APPEARS DURING OR AFTER USE, DISCONTINUE USE AND IF THE CONDITION PERSISTS FOR MORE THAN 24 HOURS, CONSULT A DOCTOR.
SUNBURN ALERT: THIS PRODUCT CONTAINS AN ALPHA HYDROXY ACID (AHA) THAT MAY INCREASE YOUR SKIN'S SENSITIVITY TO THE SUN AND PARTICULARLY THE POSSIBILITY OF SUNBURN. USE A SUNSCREEN, WEAR PROTECTIVE CLOTHING, AND LIMIT SUN EXPOSURE WHILE USING THIS PRODUCT AND FOR A WEEK AFTERWARDS.
531","Resurface your skin and prep it for your serum application in 1 simple step! NEW Revitalift Derm Intensives 3.5% Pure Glycolic Acid, a daily exfoliating cleanser that resurfaces, removes excess oils and makeup to reveal smoother, brighter skin.
WHAT IS GLYCOLIC ACID? Glycolic acid is a alpha hydroxy acid recognized by dermatologists as an effective exfoliator to reveal fresher, brighter skin.
Salicylic acid is a beta-hydroxy acid (BHA) that helps refine the appearance of enlarged pores.
HOW IT WORKS: The cleansing gel resurfaces skin by gently dissolving what holds dead cells together and reveals smoother and brighter skin ready for Derm Intensives serum application.
DERM-VALIDATED: This formula has been dermatologist-validated* with glycolic acid, salicylic acid and Aloe extract is non-drying and is designed for daily use.
VISIBLE RESULTS: Impurities, oil and face make-up are removed, pores look minimized. Skin feels hydrated and refreshed. Skin is resurfaced, it appears smoother, brighter and feels prepped for serum application. Revitalift Derm Intensives 3.5% Pure Glycolic acid cleanser is Allergy Tested, Paraben Free, Fragrance Free, Dye Free, Mineral Oil Free. Dermatologist tested suitable for sensitive skin.

*An external panel of dermatologists validated that Revitalift Derm Intensives products uphold strict formulation standards and reviewed independent clinical testing results and protocols.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-cleansers/revitalift-derm-intensives-glycolic-acid-cleanser/lorealparisusa-derm-intensive-35_-glycolic-acid-cleanser-pdp.png
31,L'Oreal Paris,Skincare,Revitalift derm intensives night serum 03 pure retinol,"Revitalift Night Serum, 0.3% Pure Retinol is suitable for all skin types, including","The Revitalift Night Serum, 0.3% Pure Retinol is formulated with soothing ingredients like glycerin and hyaluronic acid to help balance the potential drying effects of retinol. The allergy tested serum is suitable for all skin types and boasts a number of effective results:

Immediately skin feels moisturized
Skin texture feels smoother and more refined 
Complexion is brighter, luminous, and glowing
Overtime, wrinkles are visibly reduced, even forehead wrinkles


What Is Pure Retinol?
While there are many retinols available in the market — complexes, derivatives and pure — dermatologists recommend pure retinol because it is the most researched and effective anti-aging ingredient. Pure Retinol is an optimal concentration that has been dermatologist-validated for fast, visible results.

Though most effective, it is unstable when exposed to air and light, causing it to be less effective overtime. L’Oreal Paris’s exclusive technology, Retinol Guard™, helps to protect the formula so it is potent and effective from the first drop to the last.

*Results based on a 12-week clinical study of women aged 35-75 when used as directed.
*An external panel of dermatologists validated that Revitalift Derm Intensives serums uphold strict formulation standards and reviewed independent clinical testing results and protocols.
",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/face-serums/revitalift-derm-intensives-night-serum-03-pure-retinol/revitalift-derm-intensives-night-serum-03-pure-retinol/lorealparisusa-derm-intensive-pure-retinol-pdp.png
32,L'Oreal Paris,Skincare,Revitalift triple power anti aging moisturizer,"Revitalift Triple Power Anti-Aging Moisturizer is dermatologist-tested for safety and suitable for all skin types, including sensitive skin. It’s also available in a fragrance-free formula and broad-spectrum SPF 30 sunscreen.","Revitalift Triple Power Anti-Aging Moisturizer instantly helps skin feel softer, smoother and hydrated for 24 hours. It’s formulated with hyaluronic acid, vitamin C, and Pro-Retinol to visibly reduce wrinkles, improve firmness and brighten skin tone in just one week. 

Why Choose Triple Power?
The non-greasy formula absorbs quickly. Suitable for all skin types, it can be paired with 1.5% Pure Hyaluronic Acid Serum for an added boost of hydration and radiance, and visibly reduced wrinkles for younger-looking skin. It delivers noticeable results with the help of these three top dermatologist-recommended ingredients:

Hyaluronic Acid: A potent hydration-attracting molecule naturally found in skin to enhance and retain moisture levels.
Vitamin C: A vital antioxidant naturally found in skin, known to boost radiance, even tone and neutralize free radicals that can lead to signs of aging.
Pro-Retinol: A gentle, stabilized derivative of retinol that works with other ingredients in the formula to visibly reduce wrinkles and firm skin.

Pro Tip: Revitalift Triple Power Anti-Aging Moisturizer is specially formulated to layer well under makeup without clogging pores. Smooth this cream until thoroughly absorbed to use as a primer and create the perfect moisturized base before makeup.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/revitalift-triple-power-anti-aging-moisturizer/triple-power-anti-aging-moisturizer/071249227916_t1.png
33,L'Oreal Paris,Skincare,Derm intensives hyaluronic acid plus eye serum,"Reach for this powerhouse eye serum when you have:
Pesky under-eye wrinkles
Unwanted crow’s feet
Dry skin in the eye area
Dark circles","1.5% Hyaluronic Acid + 1% Caffeine Eye Serum visibly replumps, brightens and reduces crow's feet in the eye area. The non-greasy formula includes hyaluronic acid to enhance skin's moisture retention and caffeine, which is known to re-energize skin to help reduce the appearance of dark circles and puffiness.
Validated in partnership with an advisory panel of dermatologists, the serum even layers well under makeup. Instantly, skin feels moisturized and eyes look less tired. Over time:

Fine lines and crow's feet are visibly smoother
Dark circles look noticeably brighter
Eyes look younger
Skin feels firmer


What's Unique About The Applicator?
Our triple roller applicator includes three cooling, stainless steel balls that bend, providing a full eye contour massage to leave eyes looking refreshed, well-rested and noticeably depuffed.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/hyaluronic-acid-serum/derm-intensives-hyaluronic-acid-plus-eye-serum/revitalift-eye-serum/revitalift-with-seal.png
34,L'Oreal Paris,Skincare,Revitalift derm intensives hyaluronic acid ceramides water,"Aqua / Water / Eau
Propylene Glycol
Glycerin
Dimethicone
Alcohol Denat.
Octyldodecanol
Caprylyl Methicone
Betaine
Niacinamide
Isohexadecane
Hydroxypalmitoyl Sphinganine
Sodium Acetylated Hyaluronate
Sodium Hyaluronate
Sodium Hydroxide
2-Oleamido-1,3-Octadecanediol
Tocopheryl Acetate
Ceramide Np
Hydrogenated Lecithin
Acrylates/C10-30 Alkyl Acrylate Crosspolymer
Carbomer
Xanthan Gum
Dimethiconol
Chlorphenesin
Phenoxyethanol","WHAT DOES HYALURONIC ACID + CERAMIDES WATER CREAM DO?
This non greasy, quickly absorbing formula with Micro Hyaluronic Acid and Ceramides instantly visibly replumps skin with +50% MORE MOISTURE. In a clinical study experts confirmed PLUMPER SKIN AND REDUCED LINES ON 100% OF WOMEN.
WHAT MAKES OUR WATER CREAM SPECIAL?
POWERFUL FORMULA with MICRO HYALURONIC ACID, our lowest molecular weight Hyaluronic Acid is up to 50x smaller than our high molecular weight. The formula helps skin attract and lock in moisture while absorbing quickly. 3 PLUMP-LOCKING CERAMIDES act like glue to help seal in moisture and strengthen skin barrier.
VISIBLE RESULTS
Immediately skin is visibly replumped, feels softer and smoother. In 2 weeks skin looks bouncy, ALL TYPES OF FINE LINES ARE VISIBLY REPLUMPED: forehead, glabellar, under-eye, nasolabial, corner of lips, crow’s feet. Over time, skin looks brighter, healthier and younger. Fragrance free, paraben free, dye free. Allergy tested. Suitable for all skin types, including sensitive. Dermatologist tested.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/revitalift-derm-intensives-hyaluronic-acid-ceramides-water/jar-with-seal-v3.png
35,L'Oreal Paris,Skincare,Derm intensives 5 percent glycolic acid toner,"Aqua / Water / Eau, Glycolic Acid, Hydroxyethylpiperazine Ethane Sulfonic Acid, Glycerin, Sodium Hydroxide, Citric Acid, Pentylene Glycol, Aloe Barbadensis Leaf Juice, Citrullus Lanatus Fruit Extract / Watermelon Fruit Extract, Allantoin, Ascorbyl Glucoside, Panthenol, Tocopherol, Bis-Peg-18 Methyl Ether Dimethyl Silane, Potassium Sorbate, Salicylic Acid, Sodium Benzoate Fil #B274432/1
","The secret to smooth and glowing skin? Gentle exfoliation in 1 simple step! NEW Revitalift Derm Intensives 5% Pure Glycolic Acid Toner, a daily peeling toner that smooths skin texture and reveals glowing, smoother, brighter skin

How It Works- Formulated with 5 Percent Pure Glycolic Acid to increase cell turnover, Infused with Aloe Vera to soothe and moisturize the skin for gentle and effective daily exfoliation
What's New- Dermatologist- Validated formula with 5 percent Pure Glycolic Acid and Aloe Vera, Effective concentration designed for daily use, Suitable for all skin types, even sensitive, Effective for all skin tones
Visible Results- Immediately skin feels smoother, refreshed and clean- In 1 week, skin feels softer and looks renewed with a healthy glow, Overtime, appearance of dark spots is reduced

Fragrance free, Paraben and Alcohol free, Allergy Tested, Mineral Oil and Dye Free, Pair with your Revitalift Derm Intensives Serum and Revitalift Triple Power SPF 30 Moisturizer in the AM to protect skin from sun exposure.

*An external panel of dermatologists validated that Revitalift Derm Intensives products uphold strict formulation standards and reviewed independent clinical testing results and protocols.
",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/glycolic-serum/derm-intensives-5-percent-glycolic-acid-toner/lorealskincarerevitaliftdermintensives5glycolicacidtonerfront-4.png
